transcript,label
ආයුබෝවන් මාසරයානි මටපූනවන් ඔබට සහය වන්න මගේ රවුටර් එක වැඩ කරන්නේ නෑනේ රවුටර් එක ඔව්ඔ ටප් බලන් නම්බර් එකද න ඔව් කතා කරනේ නම්බර් එක කතා කරනේ නම්බර් එක නම කියන්න සර් රෙජිස්ටර් වෙලා තියෙන්න ඊ ඒ ගීතා ෆයිබර් ලයින් එකර්නේ තියෙන්නේ රවුටර් එක දැන් සර් ෆෝන් එකෙන් කතා කරන්නේ එලයින් එකෙම්මනේ මේ ලයින් එක රවුටර් එක වැඩ කරන සර් කියන්නේ ඉන්ටර්නෙට් වැඩ කරන්නේ නැහ කියලා ඉන්ටර්නෙට් වැඩ කරන නේ ඉන්ටර්නෙට් කනෙක්ට් වෙන්නේ කම්ප්ලයූුටර් හකට නෙට් වර් කනෙක්ට් කරලාද නැ නම් වයිෆයිද වයිෆයි බලන්නම් වයිෆයි කියලා හරි ඩබ්ලිව් ලෑන්ඩ් කියන ලයිට් එක රවුටර් එකේ පත්ත වෙනවද කියලා පත්තු වො පත්ත වෙනවා පාස් වඩ් මොනවා හරි චේන්ජ් කරාද සර් මෙයක චේන්ජ් කරනේ නෑ චේන්ජ් කරේ නෑ ඉන්ටර්නෙට් කනෙක්ට් වෙන්නේ නෑ ේ කනෙක්ට් වෙන්නේ න නම් කම්ප්ලේන් එක් දාන්නම් ඇමත රැඳී ඉන්න හුතරැඳී සිටියා ආයි ස්තූතියි සර් මට කියන්නම කන්ටෙක්ට් කරගන්න පුළුවන් මවුබයිල් නම්බර් එක ි යිහයි හත ය යි ය හරි ඇමතුමේ රැඳී ඉන්න පුතේ පාස්ෙර්ඩ් එහෙම මාරු කරාද රැඳී සිටියාඩිට ස්තූතියි ඒ සම්බන්ධ ම රිපෝට් එක් යොමු කරා ටෙක්නිකල් අංශයෙන් චෙක් කරලා බලයි හොඳද හොඳයි මිස් වෙනත් යම් දැන ගැනීමට අවශ්යිද නෑ මිස් නේ මා ලබා දුන් සේවය ඇගයම සඳහා,Fault and technical assistant
ආයුබෝවන් ම හර්ෂි මට පුළුවනි ඔබට සහය වන්න ආයුබෝවන් මිස් ම මේ මගේ නම්බර් එකඉඳිග පෙන්න ක නේද ඔව් මෙතනේ ට එන්ටර් කරලා තියෙනවා බිද තුනයි හයි යි කියලා මොක්ද මේ කනෙක්ෂන් එක ගැටලුව මිස් අනේ ම මේ යේ රුපියල් නවධාත් දැන්දා මේ දැන් මට ඉන්ටර්නෙත් පෙන්න මේ නැ ක මොක් කනෙක්ෂන් තනකේ ජීබිත් තියෙනවා ලයින් එකත ඇක්ටිව් තියෙන්නේ රවුටර් එක ඔෆ් කරලා ඔන් කරලා වගේ අරගෙන බැලුවද ඔව් මේඒකින් බල එ නැහැ ලයින් එක ඩිස්කනෙක්ට් නැහැ ජීබී තියෙනවා මැඩම් පොඩ්ඩක් බලා කියන්නේ රවුටර් එකේ ඒඩී එස් එල් කියන බල්බ් එක නිවිනි පත්තු වෙනවද පත්තු වෙලාමද තියෙන්නේ කියලා පොඩ්ඩක් බලා කියන්න පුළුවන්ද ි මිස් ඒ කියන්නේ ඔපනින් කපලත් නැහදිනිම නහැ හැන ඩිස්කනෙක්ට් වෙලා නැහ රවුටර් එකේ ඩීට ්එක ජුඩ්ඩප් බලා කියන්න ගෙවිනීවි පස්සේවෙන්නේ නැහැ මේ ම්බ හරි මැඩම්ගේ මොබයිල් නම්බර් එක් විදිහට දීලා තියෙනවා වා තුනයි යි යි ඒ නම්බර් එක හරිද හරි හ හරි කම්ප්ලේන් එක සම්බන්ධයන් යොමු කිරීමක් කරලා තියෙන්නේ එහෙම වනත් මේ සම්බන්ධයෙන් චෙක් කරලා බලා මේ ගැටලුව සඳලදෙයි ඒක මිස් මේ මොනම් හරි ලයින් එකේ ඒ කියන්න දැනට මේ පැත්තෙන් මැඩම් මී ෂෝර් එක් අපිට නැහැ ඒ නිසා මැඩම්ගේ පැත්නෙන් පෝඩ්ඩක් චෙක් කරලා බලන්න කම්ප්ලේන් එක් යොමු කරලා තියෙන්නේ ඔහෙන් කම්පලෙලා නෑනේ කොහොම අපේ ජීස් අයහිම හරි තියෙන්නේ ඔව් හරි මෙහෙන්ද ලයින් එක ඩිස්කනෙක් නැහැ කම්ප්ලේන් එක යොමු කරලා තියෙන්නේ චෙක් කරලා බලා ගැටලු යසඳලා දේ හරි මේ අපි බිල් එක කොහොමද මොක්දමැඩම් බිල් එක අපේ අය වන්නේ නැහැ නේ නේද නැහැ මැඩම් දැනට රුපියල් මුදලක් තමයි තියෙන්නේ හරි හරි හරි මා ලබා දුන් සේවය ඇගයීම සඳහා රැඳී සිටින්න් එස්එල්ට මොබිටෙල් ඇමතුවට ස්තූතියි සුභ දවසක් සු,Fault and technical assistant
ආයුබෝවන් නම්බර් න් මට සහාය වන්න මේ අපේ ටීවී එකේ වැටෙනවා ඉන්වැලිඩ් චැනල් නම්බර් කියලා කන්නුත් ඔය වගේ මුනා එතකොට බුවන් රිපෝට් කරාම හරි ගස්න ඒ ආ චෙක් කරටබලම් ෆ්ලෝන් නම්බර් එක මේ කතා කරන නම්බර් එක නේ කතා කරන්නේ ඒක මි කතා කර්නේ කමයින් හිමිකරුගේ නම තියෙන්නේ කොහොමද ආර්මසිංහ නම තියෙන්න ම සහම නේ ඔව් ඒ කියන්නේ සර්ගේ මේ කනෙක්ෂන් එකේ පියෝ ටීවී එකේ වැටෙනවා ඉනවල නල් නම්බ්චැනල් නම්බර් එකියලා ඒක මීට කලිනුත් එහෙම වුනාගේ න හෙම චැනල් එකට හෙමද ඔව් හැම තැනෙල් ක් මොක්ද ක්ලෙස් කරත් ඒක වැඩ්වෙනවා ආ ඒක වැඩිවනව ඒක් එක්සෙර් ම දැන් ඔන්ව කිවෙලා පියඕ ටීවී කියලා ඔන් වෙලා නේද ඔය මස් ටකෙන්නේ දැන් නම් ම මේ ඇන්ටරල්යි එකෙන් බලන්නේ ඇනි්ටල් යි එක ක මොකද මෙහෙම බැලු මිස්ක එක් නැ ඊඩ පස්සිටින්නපු චෙක් කරා බැලුවේ නේද්ද කනෙක්ෂන් එක නෑ දැ ම කීප ස බැලුවන ඉන්වැලිඩ් අවශ්යෙද ඕකපරම ඇන්ට්නයි රයි කරා ම රික්විස්ට් එක් දාන්නම් නැවත චෙක් කරලා බලන්න නැවත කනෙක්ට් රලා බලන්නම් කනෙක්ෂන් එක හරිද කියලා හරි ක දාන්නම් දැන් මෙහක් තියන කිලා ලවුට්ස් ටප් බෝක්ස් පී ඕ ටීවී බොක්ස් එකයි දක් වෙනවා නේද ඕන් වනා නේද පව ඇවිල්ලා ඔව් ඔව් ඔව් ඔව් ඔව් ඔව් ඔව් හරි හරි හරි හරි ඕකේ තැන්ක් යූ ම කම්ප්ලේන් එක් දාන්නම් එහෙනම් මේක චෙක් කරන්න කියලා තාක්ෂණිකන්ස්,Fault and technical assistant
ආයුබෝවන් ම තින්ගේ මැට පුළුවනි මොබද සහය වන්න ආයුබෝවන් මගේ ඉන්ටර්නෙට් පකේජ් එක වයන මේ කැඩි කි තමයි එන් මේවනේ ඒ කන නැ නම් වෙනද ඔව් ිමි කරුගේ නම තියෙන්නේ එ් ාවස් එකේ චූත දවශකට වෙරා ස ඒ කෙනා් මොනවත් එහෙම ෂ ක් පෙන්න්නේ නැ එස්පීඩික නෝමල් තියෙන්නේ දැනට ඊීයඒ වෙනකොට දැම් සමහර විට් ෆ්ලෝව වෙලා තරිබිල එහෙම වුනාද කියන්න බලන්න බැහැ දැනට මේ ලයින් එක ඇක්ටිව් තියෙන්නේ සර් ගේ ස්පීඩිඑක නෝමල් සාමාන්යේ මාසේ අවසන්න වෙනකොට පැකේජ් එක ඩේටා ඉමර වෙනකොට ෆ්ලෝව වෙනවා සර් තමාර වක එහෙම දන් ඇති් දැන්බේ රවුටර් එකෝ ඕෆ් කරලා ඕන් කරලා බලන්න සර් රවුටර් එකෝ ඕෆ් කරලා ඕන්ට් කරලන ඔව් අ රැඳට සර්ට පැකේජ එකට දේට ඇඩ් වෙලා තියෙන්නේ අද ඇඩ් වෙලා තියෙන්නව නේ මි් ශ්ෝ ් කවද රේ ස්ටූ වෙලා කොටක් නේ රෑහ සර් න්නේ මට මුකුත් ෆෝන්ස්වල්ටවත් ලැප්ටප් වලටත් මේ නෝ ඉන්ටර්නෙට් කියලා තමයි ඉන්න ඔව් රවට එක ඕෆ් කරා ඔන්ට් කරලා බැලුවද සර් ඔව් බලන්නම් ඕ කියන්නේ හෆ් කරට කදා බලන්නම් ඔව්සර් බලන්නමකියෙලවා ් කම්ප්ලේන්ට් එක් දාන්නද අ ඔව් කම්ලේඩ් එක් ැම්ම් කවා නෑ මතුමේ රැඳීම සර් හරි රැඳී සිටියාට ස්තූතියි සර්ව කන්ටැක්ට් කරගන්න මොබයිල් නම්බර් එක් දුවයි ය නෑ ඔව්ව්මොබයිල් එකට මැසේජ් එක් කියනවා කම්ප්ලේන්ට් නම්බර් එකේ ඉන්ෆෝර්ම් කරන්සර් එෙඩිය සන් බලයි චෙක් කරලා හරි ඕකේඕකවෙනත් යෙනක් දැනගන්න අවශ්යද ලැනෑ ලබා දුන් සේවයා ඇගයීම සඳහා රැඳී සිටින්න එස්එලිටී මොබිටෙල් ඇමතුවමට ස්තූතියි සුභ දවසක්,Fault and technical assistant
ආයුබෝවන් හ මට ෆුළුවනි ඔබට සහාය වන්න මිස් මේ අපේ ටීවී එකේ බිල්ලි වලන කිව්ව කපලා තිබෙනවා ඔව් පස්නේ ම අද බිල් එකවත් තාම දැන් තියෙන්න නෑ නේ නම්බර් දි කියන්න සර් ෆෝන් නම්බර් එක මේ ඇතුළත් කරපු ු නම්බර් එකද බිංදුවයි යි පහයි ඔව් හ්ම් බිංදුවයි හතයි පහයි යි යි ය තියෙන්නේ ක කරුණාදසකේ බිල සර් ක් ගෙවලා තියෙනවද ඔ ඔව් කනෙක්ෂන් එක දාලා තියෙන්නේ ටීවී කෝන් දාලා බැලුවද සර් බැලුවා මේ ම මේ දැන් බැලුවා තාම නම් ඒ නෑද ලයින් එක දැන් ටීවී කෝන්ඩ් කර හ මොක්ද යන්නේ මැසේජ් එක අර උදේ දාලා තීවිච්ච එක මි යන්නේ මේ නවත් කරලා තිබෙනවා කියන්ලා බිල්පට් ගෙවදැන් සර් කරන්න ඔයන නම් පියෝ ටී බොක්ස් එකයි ටීවී එකයි දෙකම ඔෆ්වෙල් ඔන් කරන කලුපාට බොක්ස් එක තියෙන ටීවී එක ළඟ ඒකයි ඔ ඩීවී එකයි දෙකම ඔෆ්වෙල් ඔන් කරන්න දැන් පුළුවන්ද ම ලයින් එකේ ඉන්න හරි මිස් හරි හරි හෙලෝ හෙලෝ මිස් ඔව් කියන්න ෆ්ලාම් තාම පොඩ්ඩක් හරිද ඉන්න මිස් න නෑැ මිස් න මිස් මේ මගේ බිල් එහෙම කොහොමදේ නැ ඉතුරු වැනද් සර් තව තියෙනවා සත ක් සර් කත සතයි හරි හරි පොඩ්ඩයි ඉන්නි මිස් සාමා ඕන් ඕන මේ නේ ෝක පෙ ේවාසර් තක පඩවෝග මාස හරි මිස් හරි ඔන් වුනා හරි හරි වැඩ කරනඕ නේද ඔව් ඔව මිස් හරි හරි වෙනට් ස්මක් දැනගැනීමට අවශ්යද නෑ මිස් නැ දිල කණයි කිව්වා නේ නේද ඔව් ඔව් තව තියෙන්නේ ච්කරය තියෙන්නේ හරි හරි මිස් මා ලබා දන සේවයා ඇගයීමසුමබක රැඳී සිටින්න එස්එල්ටී මොබිටෙල් ඇමතහරිට ස්තූතියි සුභද,Fault and technical assistant
ආයුබෝවන් ම ූපුලි මට පුළුවනි ඔබට සහය කවන්නහලෝ හලෝ රවු ටර ක එක රතු පාට ලයිස් එක පස්සු වෙනවා මත සේවාවක් වැඩ කරන්නේ නෑ ේ ඔව් සර් දුරකතන අංකය මොක්ද මේ ඇතුළත් කරපු අංකයද කෝල් එකට ඔව්දෙකයි නම කියන්න අයිති කනාගේ රියෙන්ද ආරිය දාස රවු ඒකේ බලන්නම් එල්ඕ එස් ගියන බල්බ් එක දේ රතුපාට වෙලා තියෙනා ඔව් මෙස් ේක ම ඕෆ් කරලා දරුවා මිස් මේ ස් හරි යන්නේ මටෙලිෆෝන් කනෙක්ෂන් එක් යෝස් කරනවාද මෙතන නැත් තැම් ඉන්ටර්නෙට් පියෝ ටීවී පමණද සර් දෙකම තියෙනවා ම දෙකම ියෙනවා ර හරි ටෙලිෆෝන් එක් යූස් කරනවා නේද ඔව් ඒකත් කරගන්න හරි දැනුම් දීමා කරනවා නව සහ කන්ටෙක්ට් කරගන්න අංකයක් කියන්න යි ආ හරි ඔව් හරි දැනුම් දීම කරන් බලා අවශ්ය නිවැරදි කිරීම කරනවා රිපෝ්ට් අංකය මොබයිල් එක රෙවලා තියෙනවා සර් වෙනස් යමක් දැන ගැනීමට අවශ්යද,Fault and technical assistant
ආයුබෝවන් ම සාගරිකා මට පුළුවන් ඔබට සහය වන්න ආයුබෝවන් මිස් ම මේ රිනේෂ්එක් කටාකරන්න කබලින් හරි හලෝ මගේ මේ ගෙදර ෆයිබර් කනෙක්ෂන් එක් තියෙනවා පරණ කනෙක්ෂන් එක් තියෙනවා ුවාවි රවුටර් එක් තියෙන්නේ ඔ ගෙදර මේ කැ්ටික්ස් වලින් වයරඩ් වෙලා තියෙන්නේ තන් ම වෙන දැනකින් මගේ මේ තව රවුටෙක්ෂන් ක්ෙන්ෂන් එක් ගන්න ප්ලස් කරපුාම අර හුවාවි රවුටර් එකේ ක්ද සෙටින් එක කරන් කොහොමද කරන්න ඕනේ ඒක ට කියන්නේ සර් වයියි වලින් යන්නද එහෙම නැත්නම මේ එහෙම නැත්නම් සර් මේ වෙන් වයිස් එගෙතර මේ ව තියෙන්නටැක්ටික්ස් වස් ඔව් කේබල් එකේ කනෙක්ට් වෙලා තියෙන්නේ හා එතකොට දැන් එස්එල්ටී රවුටර් එක කනෙක්ට් වෙලා තියෙන්නේ රෑන්ඩ් ලයින් එකට ඔව් සර් මේ දැන් ම වයලස් නම් අර ඩබ්ලු පීස් ් ක බල අනිත්පත් තෙන්න බ්ල පීස් කබල පේ මේ ස නයිස් කරගන්න පුළුවන්නේ රවුටර්ස් එක ඔව් වයල සවිජිට වයල සිරියට දැම් ේක වයලස් විදිහට නෙවෙයි නේ මේ වයර්ස් නේ වයේඩ් ්දි මොනවද ඩි එක් හඩන්න තියෙනවාද ඒක සර් දැන් ඉන්න තැනට මේ රවුටර් කඩ්පිකරේෂන්ස් කරගෙන්ද තියෙන්නේ ඉන්න තැන් මට තියෙනවානේ දැනට ප ඔව් දැන් මේ එස්එල්ටී රවු ස්එද ඔව් එස්එල්ටී රවුටර් එක එක හරහා දැන් රවුටර් සෙටින් සදාග පාවිච්චි කරනවද නෑැ නැන් ම එස් එක තමයි දැන් ම ඒක මේ හදාගන හදාගන් තමයි යන්නේ එතකොට ඒ සෙටින් ස වලට ගියාට පස්සේ මේ එතන මොන හරි චේන් එක් කරන්න ඕනට අපි සටින්ස් වලා තියෙන්නේ ඔව් රවුටර් සටින්ස හදාගන්න ඕනේ සර් මඑච්චර කාලයක් සෙටින් හදාගත්තේ නැද්ද සර් හදා කෙයන නැද්ද දැනට නැ මේකට හඩා ගන්නේ නැත හරි ෙදරකත අංකය හරිද බලන්න යි යියි යි යි හතා හරිද සර් හරි හරි රයි තකයදරුගේ නම මයික් ශාකර කිය ස්තූතියි තොරතුර ලබා දුන්ට ම තාක්ෂන් අංශයට යොමු කරන්නම් එයාලා සර්ගේ ගෙදරට කතා කරයි සර්ව කන්ටැක්ට් කරගන්නත් මට ජංගල මුදරගතන අංකයක් සඳහන් කරන්න දැන් කතා කරන නම නැත වෙලාකිල්ලා ක අරන්න ස්ප ක්ෂන් අංශයන් කරන්නේ ම යොමු කරන්න නම් ඉස්මනින් බලන්න කියලා එතකොට එයාලා විතරට කතා කරලා සර්ට මේ උදව් කරනවා සර් ඔන්ලයින් උදව් කරනවා ආරය ක හරි කරුණාකර ඇමතුමේ රැඳී සිටින්න රයිට හරි මගේ පැත්තෙන ම පුළුවන් එක්මන්ට බලන්න කිව්වා ං කතා කරයි සර් ඕකේ තැන්ක් යූ තැන්කන මසව් ම ශ්රී ලංකා ටෙලිකොම් බිටෙල් සබ සිට ස්තූතියි සුභ දවසක්,Fault and technical assistant
මොක්ද ආයුබෝවන් ම නරි මට පුළුව ඔබට සහය වන්න හෙලෝ ආ මය ම මේ මගේ නම්බර් එක ංදුවයි තුනයි තුනයි යි යි යි බංදුවයි අට ඒක බ්රේක් ඩක් නැත්ද මා වයර් කැරිලා ආවේ නැහ නේ හදන්න තමාි ද තම මතමගේ නම කියන්න සර් ඩබ්ලු එම් එස් සේමාලි හරි පැමිණිල්ා යොමු කරලා තියෙනවා ප්රදේශීය නඩත්තු අංශයට ඔව් කඩු වෙලට යොමු කරලා තියෙන්නේ සර් මේක බලන්න කියලා කඩු වෙලින්ද වැලිවේරිය කඩු ෙලින්ද වැලිවේරි වැලිවේරිය නේද නැද්ද මේක මේ අදාළ නඩත්තු අංශයට අපි දැනුවත් කරලා තියෙන්නේ ම රිමයින්ඩ් එක් දාන් නම් ඉක්මන්ට් අප සම්බන්ධ වෙන්න කියලා හරි හරි හරි හරි තැන්ක් යූහරි සර් එස් එල්ටී මොබිටෙල් ඇමතුවට ස්තූතියි සුභ දවස,Fault and technical assistant
ආයුබෝන් තලා ඇම්ප්ල ම සහාය වන්න ආයුබෝවන් සම්පූර්ණ ලයින් එක ඩ යොස් පි ව් එක් තියෙන්නේ ඔව් මේ ත තු පාට මේ ලොස් එක පෙන්වෙනවා පෙනෙක්ෂන් එක්නේ නෑ නේ නතුපරිය ලයිට් එක පත් වෙනවනේද නම තියෙන්නේ කොහොමද කනෙක්ෂන් එක අයිති කයනගේ මේක තියෙන්නේ මගෙන වයිෆ් කිෙන්න අවශ්යේ ගැහමලඩීලු් කන්දෆිල් එක වෙන්නේද ඔව් රවුටර එක රතුපාරි ලයිට් කපත් තයෙනේ කීබල් දැමේච් එක් වුනාම ටෙලිෆෝන් ලින් එකත් විච මේක ඔව් ඔව් ඔව පවිච් චි කරන හරි කතා කරන සර්ගේ නම කියන්න ම ඩිකස් රි ඩේශප්රේ නේ හරි සම්බන්ධට මොබයිල් නම්බර් එකත් කියන්න සර්ගේ ෙන් ම නම්බර් එක කියන්නම් මොකද ම වැට ක යනවා නේ මුත් එයාට කතා කරන කොුම් දයි ඔව් යි හරි හරි ම දැනමදීම කරලා තියේනේ ටීම් එකට බල අබ් දෙන්න කියලා සම්බන්ධයෙන් පුළුවනි ඉපමනින්මක් ආරි ඕකේ තැන්ක් යූ හරි තමයි දවශද නෑ තැන්ක් ආ ලබා දුන් සගිම රැඳී සිටින්න ඇස්එල්ටී මටල මදවාට ස්තූතියි සුභ දවසක්,Fault and technical assistant
ආයුබෝවන් මගේ අංශාමද පුළුවනි ඔබට සහාය ඕන ආයුබෝවන හෙලෝ කියන්න මගේ වයි ෆයි එක තියෙන්නේ ෆයිබර් එක් අන්ලිමිටඩ් පැකේජ් එක් තියෙන්නේ අඒකෙන් මේ ඉන්ටර්නෙට් වැඩ කරන්නේ නැහැ නම කොහොමද තියෙන්නේ සර් එල් එන්එස් යි හරි නම්බර් එක රිපීට් කරන්න සර් හරි හා යින් ෆයි හරි වනඩබල නෑ හරි මේකේ සර් මේ රවුටර් එක ඕෆ් කර් ඕන් කරලා බැලුවද ඔව් හරි ටෙලිෆෝන් මේ වැඩ කරනවද ටෙලිෆෝන් පියෝ ටීවී ඔව් නෑ ටෙලිෆෝන් පියෝ ටී වැඩ කරන්නේ නෙත් නැහ හරි රවුටර් එකේ පී ඕ එන් බල්බර් එක ඕෆ් වෙලාද තියෙන්නේ වී නැඩ එකින්නේ හරි ව් ඒක ඕෆ් වෙලා එල් ඔ එස් කියන්න එක ත්පුවා වෙලා බ්ලින් එෙනවා ආ හරි එහෙනම් ටෙක්නිකල් ඉස්ටුරිතක් ඇත්ති සර් අපි කම්ප්ලේන් එක යොමු කරන්නම් ක් ටැක් නම්බර් එකුත් කියන්න නෝඩ හරි ඔව් හරි හොඳයි සර් කම්ප්ලේන්ට් එක යොමු ටෙක්නිකල් අංශයෙන් ඇවිත් චෙක් කරයි හෙට ආරයිට් හොඳයි වෙනත් යමක් දැනගන්න අවශ්යද නෑ හොඳයි මා ලබා දුන් සේවයා ඇගයීම සඳහා රැඳී සිටින්න එස්එල්ටී මොබිටෙල් ඇමතුවට ස්තූතියි සුභ දවසක්,Fault and technical assistant
ආයෙහලෝසජ පුළුවන්ි ඔබට ස හෙලෝ ඔව් මට පුළුවන්දම් මගේ ජීබී තව කොච්චරක් තියෙනවද කිලා දැනගන්න මේ මෙන්නේ ම නම්බර්ක නම්බර් එකද ඔව් ඔව් දුයි සේවා අයිතිකරුගේ නම කියන්න මැඩම් පනෑන්ඩෝ දයි ම නම්බර්යේ මොකද්ද කිව්වේ යි ෙකයිව කියන නේ ඔව් කතා කරන නම්බර් එක දි ඔව ඔව් යි ඔව් හරි හරි හරියි හරි හරි ජීබී බැලන්ස් එක මැඩම්ගේ යි යක් තියෙනවා නේ දැන් මොක් හරි ප්රශ්නක් මේ අපිට මේ ඉන්ටර්නෙට් ප්රශ්නඑක් තියෙනවා මොක් හරි ගෙවීමක් න්නේ තියෙනවද නෑ ගෙවන්න තියෙනවා ක් ඒකට වෙන්නේ නෑනේ ඒකේ නම් මුකුත් ගැටලුවක් ඒක තමයි එහෙම නෑ ගෙවන්න නෑ ඔව්ඔා යක් තියෙනවාලු නෑ නහැ මේ පොඩ්ඩම් ම ගටලු මැඩම් ඒක තැන් ොක්ද වෙන්නේ ලෝඩ් වෙනවාලු ඇයි දන්නේ නෑහ නේ ඒ කියන්නේ රවුටර් එක එහෙම පව ඔ ෆෝන් කරලා වගේ බැලුව්න තව ඕ ෆෝන්ඩ් කරලා බැලුව ඇන්ති කියලා නවා රවුඩර් එක චුට්ර්ක් ඉන්නම් හරි හලෝ හල හ හල ප්රතීචාරයක් නැති නිසා ඇමතුම විසන්ධි කරනවා,New product
ආයුබෝවන් ම සාගරිකා මට පුළුවනි ඔබට සහය වන්න මිස් මගේ ටෙලිෆෝන් නම්බර් එක හරි හරි මැඩම් ඒකේ පොඩ්ඩක් බලනවද මිස් ඉන්ටර්නෙට් ඉවර වෙලාද කියලා හ කාගේ නමට සම්බන්ධතාවේ තියෙන්නේ මහත්තයාගේ නමට එස් ඒඩී එම් පී ගුණසේ කරන එතොටතුළ ලබා දුනට ස්තූතියි මැඩම් දැනට ෆයිබර් ස්ටාටර් එකේ ජීබී අවසන් වෙලා තියෙන්නේ ඔව් ඊට පස්සේත් ම ගත්තා ඒකත් ඉවරද බලන්න මේ ජීබී නේද ඒකත් අවසන් වෙලා තියෙන්නේ එතකොට මිස් තව ක් ගන්නවා නම් කොහොමද චාජස් ගානේ ක ඔව් ගානේ එතකොට ට වැඩියා යන්නඕා නම් කොහොමද මිස් වැඩිය වුනොත් කට ජීබී එකට රුපියල් ගානේ තමයි බිලට එකතු වෙන්න ඔව් එතකොට වැඩිය ගන්නවා නම් මිස් කොහොමද ක් විතර ගන්නවා නම් ඔව් කරුණාකර ඇමතුමේ රැඳී සිටින්න ඔව් ඔව් සමාවෙන්න මැඩම් දැන් අර මැඩම්ට තියෙන මේ අරන් තියෙන අන්තර්ජාල සම්බන්ධතාවයත් එක්ක අපිට දෙන්න පුළුවන් ජීබී ක් යි මිදෙබන් නේ සයි දෙන්න පුළුවන් ඔව් එහෙනම් මිස් ක් දාන්න මට ආය ඉවර වුනොත් ආයේ ගන්න බැරි මේ පුතා ඇවිල්ලා ඉන්නවා ලංකාට එයා පන්ති වගයක් කරනවා ඒකයි අයිතිකරුගේ මට දැනුවත් වෙන්න පුළුවන්ද වත ආ පුළුවන් ඉතියෙන්න ම තමයි නදර ඉන්න හරි ජීවී ක් ද ලබා දීලා තියෙනවා දැන් පාවිච්චි කරන්න පුළුවන් මැඩම් ටස ිහරි වෙනත් හරි දන දෙන්න අවශ්යද මැඩම් ආනේ නෑැ බොහොමට ස්තූතියි ඕකේ එශ්රී ලංඟා ටෙලිකොම් මබිටෙල් නමබ සියට ස්තූතියි සුබ දව,New product
ආයුබෝවන් ම පියුමීමාට පුළුවනි අබට වන්න මටබෝවන් ජීබී පහක් ඇඩ් කරගන්න පුළුවන් මැඩම් එතකොට කනෙක්ෂන් එකේ නම්බර් එක මැඩම් මේ ඉන්ටර් කරලා තියෙන නම්බර් එකද ඔව් ව් ඔ් මැඩම් නම් මොක්ද අයිතිකරුගේ ඊඑස්ටස්මගේ මගේ නම්බර හරි මලමු කරුණාකර ඇමතුමේ රැලී වන් ඕකේ රැඳී සිටියාට ස්තූතියි පහක් නේද මැඩම්ට ඕනේ ඔව් වඔව් මට අයිතිකරුදේ ඇඩී නම්බර් එක වී එන්ට්රන්ස්ට් එක කොහොමද මතු කම් පහක් නේද ඕන කිව්වේ දල තියෙන්නේ ම ෝෆ් කර්ලා යූස් කරන්න පුළුවන් ආයෙබන්වී ඇප් එකෙන් ගන්නත් පුළුවන් ඩිලෙක්ට් නම්බර් එක තියෙනවා බිද ි ෙයි ් මිස් මට මේ මවුන්ට් එක දැනගන්න හම දැන්ද තියෙන බිල් එක බලමු කනාකර ඇමතුමේ රැඳී ඉන්න රැඳී සිටියාට ස්තූතියි ක් තියෙනවා හරි මිස් හරි බියට තැන්ක් යූ වෙනත් යමක් දැන ගැනීමට අවශ්යද නැම නෑ ඕකේ මා ලබා දුන් සේවා ඇගයීම සඳහා රැඳී ඉ්ම එස්එල්ටී මොබිටෙල් ඇමතොට ස්තූතියි,New product
